id,last_fcd_time,depart,time_in_network
bus_1621,3598.0,1167.12,2430.88
car_1619,3598.0,1165.68,2432.3199999999997
motorcycle_1617_dup,3598.0,1164.6,2433.4
motorcycle_1617,3598.0,1164.24,2433.76
car_1610_dup,3598.0,1159.56,2438.44
car_1610,3598.0,1159.2,2438.8
bus_1595_dup,3598.0,1148.76,2449.24
bus_1595,3598.0,1148.4,2449.6
car_1593,3598.0,1146.96,2451.04
motorcycle_1579,3598.0,1136.88,2461.12
car_1575_dup,3598.0,1134.36,2463.6400000000003
car_1572_dup,3598.0,1132.2,2465.8
car_1572,3598.0,1131.84,2466.16
car_1556,3598.0,1120.32,2477.6800000000003
motorcycle_1555_dup,3598.0,1119.96,2478.04
motorcycle_1555,3598.0,1119.6,2478.4
car_1554,3598.0,1118.88,2479.12
bus_1542_dup,3598.0,1110.6,2487.4
bus_1542,3598.0,1110.24,2487.76
car_1535_dup,3598.0,1105.56,2492.44
car_1535,3598.0,1105.2,2492.8
bus_1499,3598.0,1079.28,2518.7200000000003
car_1493,3598.0,1074.96,2523.04
motorcycle_1302,3598.0,937.44,2660.56
motorcycle_1292_dup,3598.0,930.6,2667.4
motorcycle_1292,3598.0,930.24,2667.76
motorcycle_1290_dup,3598.0,929.16,2668.84
motorcycle_1290,3598.0,928.8,2669.2
car_1286,3598.0,925.92,2672.08
car_1280_dup,3598.0,921.96,2676.04
car_1280,3598.0,921.6,2676.4
car_1277_dup,3598.0,919.8,2678.2
car_1277,3598.0,919.44,2678.56
bus_1276,3598.0,918.72,2679.2799999999997
car_1260_dup,3598.0,907.56,2690.44
car_1260,3598.0,907.2,2690.8
motorcycle_1253,3598.0,902.16,2695.84
motorcycle_1251,3598.0,900.72,2697.2799999999997
car_1247_dup,3598.0,898.2,2699.8
car_1247,3598.0,897.84,2700.16
bus_1246,3598.0,897.12,2700.88
truck_702,3598.0,505.44,3092.56
car_700_dup,3598.0,504.36,3093.64
car_700,3598.0,504.0,3094.0
truck_692_dup,3598.0,498.6,3099.4
truck_692,3598.0,498.24,3099.76
car_679,3598.0,488.88,3109.12
bus_678,3598.0,488.16,3109.84
motorcycle_677_dup,3598.0,487.8,3110.2
motorcycle_677,3598.0,487.44,3110.56
car_676,3598.0,486.72,3111.2799999999997
motorcycle_666,3598.0,479.52,3118.48
car_664,3598.0,478.08,3119.92
