A/B Test Summary Report

Metric Statistics
label,metric,count,mean,median,std,min,max,q25,q75,q95
Fixed-Time netconvert (90s/42s),duration,2049,56.1977,38.0000,57.7622,1.0000,327.0000,2.0000,94.0000,157.0000
Fixed-Time netconvert (90s/42s),routeLength,2049,127.3236,124.7200,95.8278,0.0000,248.3900,14.4000,224.3800,241.3000
Fixed-Time netconvert (90s/42s),departDelay,2049,940.7128,783.2000,848.3535,0.0000,2956.6400,21.6800,1707.6000,2334.2800
Fixed-Time netconvert (90s/42s),timeLoss,2049,45.5516,23.0000,51.8131,0.0000,309.7900,0.0800,77.3800,138.9140
Fixed-Time netconvert (90s/42s),waitingTime,2049,31.2665,5.0000,39.3195,0.0000,259.0000,0.0000,52.0000,105.0000
Fixed-Time netconvert (90s/42s),avg_speed_ms,,4.7302,3.0836,3.3859,,,,,
Fixed-Time netconvert (90s/42s),avg_speed_kmh,,17.0287,11.1010,,,,,,
Fixed-Time netconvert (90s/42s),time_efficiency,,0.5000,0.3667,,,,,,
Dynamic Optimization,duration,2435,49.4259,23.0000,65.2836,1.0000,393.0000,2.0000,65.0000,197.3000
Dynamic Optimization,routeLength,2435,128.3221,124.7200,94.1475,0.0000,248.3900,14.7300,221.8800,241.3000
Dynamic Optimization,departDelay,2435,855.9128,726.0400,761.1162,0.0000,3048.2800,78.9200,1426.4000,2327.0520
Dynamic Optimization,timeLoss,2435,38.6749,10.5500,60.8999,0.0000,374.6400,0.0900,47.7450,179.9400
Dynamic Optimization,waitingTime,2435,24.6875,0.0000,47.7851,0.0000,307.0000,0.0000,25.0000,136.3000
Dynamic Optimization,avg_speed_ms,,5.3042,5.2633,3.1317,,,,,
Dynamic Optimization,avg_speed_kmh,,19.0950,18.9480,,,,,,
Dynamic Optimization,time_efficiency,,0.5482,0.5280,,,,,,

Statistical Test Results
Permutation Test (H0: equal means),p=0.001400
Mann-Whitney U Test,"U=2696126.00, p=0.000003"
Cohen's d Effect Size,d=0.1093 (small)
Bootstrap 95% CI for Mean Diff,"[3.2345, 10.4176]"
Point Estimate (A - B),6.7718
Percent Improvement,+12.05%

Interpretation
,Strong evidence of difference (p < 0.01)

Veredicto (insesgado por supervivencia)
verdict,improvement
headline_pct,-4.45%
reason,El throughput sube +18.8% (2049 → 2435 viajes) y el tiempo de sistema mejora.
