id,last_fcd_time,depart,time_in_network
truck_1483,3598.0,1067.76,2530.24
car_1480,3598.0,1065.6,2532.4
car_1476,3598.0,1062.72,2535.2799999999997
bus_1467,3598.0,1056.24,2541.76
bus_1461,3598.0,1051.92,2546.08
motorcycle_1457,3598.0,1049.04,2548.96
truck_1455,3598.0,1047.6,2550.4
motorcycle_1452,3598.0,1045.44,2552.56
motorcycle_1394,3598.0,1003.68,2594.32
car_1377,3598.0,991.44,2606.56
motorcycle_1359,3598.0,978.48,2619.52
car_1344,3598.0,967.68,2630.32
car_1333,3598.0,959.76,2638.24
bus_1323,3598.0,952.56,2645.44
truck_1320,3598.0,950.4,2647.6
bus_1318,3598.0,948.96,2649.04
car_1308,3598.0,941.76,2656.24
bus_1296,3598.0,933.12,2664.88
bus_1267,3598.0,912.24,2685.76
car_1262,3598.0,908.64,2689.36
bus_876,3598.0,630.72,2967.2799999999997
car_866,3598.0,623.52,2974.48
bus_865,3598.0,622.8,2975.2
car_861,3598.0,619.92,2978.08
bus_858,3598.0,617.76,2980.24
car_521,3598.0,375.12,3222.88
truck_508,3598.0,365.76,3232.24
motorcycle_494,3598.0,355.68,3242.32
motorcycle_492,3598.0,354.24,3243.76
car_490,3598.0,352.8,3245.2
motorcycle_470,3598.0,338.4,3259.6
car_461,3598.0,331.92,3266.08
motorcycle_454,3598.0,326.88,3271.12
car_452,3598.0,325.44,3272.56
truck_447,3598.0,321.84,3276.16
motorcycle_444,3598.0,319.68,3278.32
motorcycle_443,3598.0,318.96,3279.04
car_414,3598.0,298.08,3299.92
motorcycle_397,3598.0,285.84,3312.16
car_389,3598.0,280.08,3317.92
motorcycle_371,3598.0,267.12,3330.88
