id,last_fcd_time,depart,time_in_network
car_1972,3598.0,1598.5,1999.5
car_1968,3598.0,1596.88,2001.12
bus_1967,3598.0,1596.47,2001.53
motorcycle_1961,3598.0,1594.04,2003.96
motorcycle_1954,3598.0,1591.19,2006.81
car_1952,3598.0,1590.37,2007.63
bus_1944,3598.0,1587.11,2010.89
bus_1943,3598.0,1586.7,2011.3
bus_1936,3598.0,1583.84,2014.16
bus_1511,3598.0,1399.24,2198.76
car_1508,3598.0,1397.85,2200.15
truck_1501,3598.0,1394.6,2203.4
car_1498,3598.0,1393.2,2204.8
car_1494,3598.0,1391.34,2206.66
motorcycle_1491,3598.0,1389.95,2208.05
truck_1489,3598.0,1389.01,2208.99
car_1486,3598.0,1387.61,2210.3900000000003
motorcycle_1485,3598.0,1387.15,2210.85
car_1482,3598.0,1385.74,2212.26
motorcycle_1475,3598.0,1382.47,2215.5299999999997
motorcycle_1460,3598.0,1375.42,2222.58
motorcycle_1442,3598.0,1366.92,2231.08
bus_1244,3598.0,1269.61,2328.3900000000003
bus_1243,3598.0,1269.1,2328.9
bus_1229,3598.0,1261.93,2336.0699999999997
motorcycle_1218,3598.0,1256.27,2341.73
car_1194,3598.0,1243.83,2354.17
motorcycle_1190,3598.0,1241.75,2356.25
