A/B Test Summary Report

Metric Statistics
label,metric,count,mean,median,std,min,max,q25,q75,q95
Fixed-Time MOPC (60s/25s),duration,1337,54.5131,43.0000,56.9525,1.0000,266.0000,2.0000,98.0000,164.0000
Fixed-Time MOPC (60s/25s),routeLength,1337,123.7888,123.1400,95.7145,0.0000,248.3900,14.4000,221.8800,241.3000
Fixed-Time MOPC (60s/25s),departDelay,1337,474.2674,398.9600,440.5641,0.0000,1469.4000,0.9600,874.8000,1199.5840
Fixed-Time MOPC (60s/25s),timeLoss,1337,44.2496,30.0300,50.8378,0.0000,248.4400,0.0800,79.6200,146.6440
Fixed-Time MOPC (60s/25s),waitingTime,1337,28.4869,14.0000,36.2457,0.0000,200.0000,0.0000,50.0000,102.0000
Fixed-Time MOPC (60s/25s),avg_speed_ms,,4.7433,3.3228,3.4595,,,,,
Fixed-Time MOPC (60s/25s),avg_speed_kmh,,17.0760,11.9620,,,,,,
Fixed-Time MOPC (60s/25s),time_efficiency,,0.4974,0.3245,,,,,,
Dynamic Optimization,duration,1258,45.2623,19.0000,62.3240,1.0000,367.0000,1.0000,61.0000,194.1500
Dynamic Optimization,routeLength,1258,118.1656,123.1400,95.9163,0.0000,248.3900,12.2300,220.0400,241.3000
Dynamic Optimization,departDelay,1258,290.4053,146.7000,320.6707,0.0000,1272.4000,0.8400,554.1700,892.0960
Dynamic Optimization,timeLoss,1258,35.4501,8.0200,57.7311,0.0000,348.2500,0.0700,43.9100,175.9850
Dynamic Optimization,waitingTime,1258,22.6717,0.0000,44.8174,0.0000,284.0000,0.0000,25.0000,131.3000
Dynamic Optimization,avg_speed_ms,,5.6068,5.5973,3.3744,,,,,
Dynamic Optimization,avg_speed_kmh,,20.1845,20.1502,,,,,,
Dynamic Optimization,time_efficiency,,0.5750,0.5606,,,,,,

Statistical Test Results
Permutation Test (H0: equal means),p=0.000200
Mann-Whitney U Test,"U=936104.00, p=0.000000"
Cohen's d Effect Size,d=0.1552 (small)
Bootstrap 95% CI for Mean Diff,"[4.5827, 13.8583]"
Point Estimate (A - B),9.2508
Percent Improvement,+16.97%

Interpretation
,Strong evidence of difference (p < 0.01)

Veredicto (insesgado por supervivencia)
verdict,regression
headline_pct,-12.57%
reason,Empeoramiento de -12.6% con significancia estadística y throughput estable.
