id,last_fcd_time,depart,time_in_network
car_1431,3598.0,1030.32,2567.6800000000003
motorcycle_1427_dup,3598.0,1027.8,2570.2
motorcycle_1427,3598.0,1027.44,2570.56
motorcycle_1416,3598.0,1019.52,2578.48
truck_1415_dup,3598.0,1019.16,2578.84
truck_1415,3598.0,1018.8,2579.2
motorcycle_1412_dup,3598.0,1017.0,2581.0
motorcycle_1412,3598.0,1016.64,2581.36
motorcycle_1405_dup,3598.0,1011.96,2586.04
motorcycle_1405,3598.0,1011.6,2586.4
motorcycle_1398,3598.0,1006.56,2591.44
motorcycle_1394,3598.0,1003.68,2594.32
car_1377_dup,3598.0,991.8,2606.2
car_1377,3598.0,991.44,2606.56
motorcycle_1359,3598.0,978.48,2619.52
car_1344,3598.0,967.68,2630.32
car_1333,3598.0,959.76,2638.24
bus_1323,3598.0,952.56,2645.44
truck_1320_dup,3598.0,950.76,2647.24
truck_1320,3598.0,950.4,2647.6
bus_1318,3598.0,948.96,2649.04
car_1308,3598.0,941.76,2656.24
bus_1296,3598.0,933.12,2664.88
car_1115,3598.0,802.8,2795.2
motorcycle_1113,3598.0,801.36,2796.64
car_1111,3598.0,799.92,2798.08
car_1105_dup,3598.0,795.96,2802.04
car_1105,3598.0,795.6,2802.4
motorcycle_1104,3598.0,794.88,2803.12
car_1100_dup,3598.0,792.36,2805.64
car_1100,3598.0,792.0,2806.0
bus_1099,3598.0,791.28,2806.7200000000003
bus_1098,3598.0,790.56,2807.44
motorcycle_1097_dup,3598.0,790.2,2807.8
motorcycle_1097,3598.0,789.84,2808.16
motorcycle_1093,3598.0,786.96,2811.04
truck_1090_dup,3598.0,785.16,2812.84
truck_1090,3598.0,784.8,2813.2
car_849,3598.0,611.28,2986.7200000000003
motorcycle_843,3598.0,606.96,2991.04
truck_842_dup,3598.0,606.6,2991.4
truck_842,3598.0,606.24,2991.76
bus_840_dup,3598.0,605.16,2992.84
bus_840,3598.0,604.8,2993.2
motorcycle_839,3598.0,604.08,2993.92
car_838,3598.0,603.36,2994.64
motorcycle_833,3598.0,599.76,2998.24
car_828,3598.0,596.16,3001.84
motorcycle_825_dup,3598.0,594.36,3003.64
motorcycle_825,3598.0,594.0,3004.0
truck_793,3598.0,570.96,3027.04
bus_788,3598.0,567.36,3030.64
