baseline,scenario,seed,verdict,favorable,throughput_change_pct,system_time_improvement_pct,completed_a,completed_b,report_json,summary_csv,incomplete_a_csv,incomplete_b_csv
"largo_120","demanda_saturada","950893","misleading_improvement",false,-30.7012987012987,-13.324136244968523,1925,1334,"data/runs/largo_120/demanda_saturada/seed_950893/ab_report.json","data/runs/largo_120/demanda_saturada/seed_950893/ab_summary.csv","data/runs/largo_120/demanda_saturada/seed_950893/incomplete_trips_A.csv","data/runs/largo_120/demanda_saturada/seed_950893/incomplete_trips_B.csv"
"largo_120","demanda_saturada","974616","improvement",true,40.52812858783008,-3.9193912160184565,1742,2448,"data/runs/largo_120/demanda_saturada/seed_974616/ab_report.json","data/runs/largo_120/demanda_saturada/seed_974616/ab_summary.csv","data/runs/largo_120/demanda_saturada/seed_974616/incomplete_trips_A.csv","data/runs/largo_120/demanda_saturada/seed_974616/incomplete_trips_B.csv"
"largo_120","hora_pico","157300","improvement",true,28.7463556851312,5.43401051285694,1715,2208,"data/runs/largo_120/hora_pico/seed_157300/ab_report.json","data/runs/largo_120/hora_pico/seed_157300/ab_summary.csv","data/runs/largo_120/hora_pico/seed_157300/incomplete_trips_A.csv","data/runs/largo_120/hora_pico/seed_157300/incomplete_trips_B.csv"
"largo_120","hora_pico","214181","misleading_improvement",false,-13.839027214823393,-16.309459215047927,1727,1488,"data/runs/largo_120/hora_pico/seed_214181/ab_report.json","data/runs/largo_120/hora_pico/seed_214181/ab_summary.csv","data/runs/largo_120/hora_pico/seed_214181/incomplete_trips_A.csv","data/runs/largo_120/hora_pico/seed_214181/incomplete_trips_B.csv"
"largo_120","hora_pico","281772","improvement",true,13.472706155632984,-9.687606277024729,861,977,"data/runs/largo_120/hora_pico/seed_281772/ab_report.json","data/runs/largo_120/hora_pico/seed_281772/ab_summary.csv","data/runs/largo_120/hora_pico/seed_281772/incomplete_trips_A.csv","data/runs/largo_120/hora_pico/seed_281772/incomplete_trips_B.csv"
"largo_120","hora_pico","372292","improvement",true,24.843304843304843,-5.035856871710003,1755,2191,"data/runs/largo_120/hora_pico/seed_372292/ab_report.json","data/runs/largo_120/hora_pico/seed_372292/ab_summary.csv","data/runs/largo_120/hora_pico/seed_372292/incomplete_trips_A.csv","data/runs/largo_120/hora_pico/seed_372292/incomplete_trips_B.csv"
"largo_120","hora_pico","400290","improvement",true,23.59865470852018,-1.2728489874853561,1784,2205,"data/runs/largo_120/hora_pico/seed_400290/ab_report.json","data/runs/largo_120/hora_pico/seed_400290/ab_summary.csv","data/runs/largo_120/hora_pico/seed_400290/incomplete_trips_A.csv","data/runs/largo_120/hora_pico/seed_400290/incomplete_trips_B.csv"
"largo_120","hora_pico","423459","improvement",true,24.00448681996635,-4.361105595113141,1783,2211,"data/runs/largo_120/hora_pico/seed_423459/ab_report.json","data/runs/largo_120/hora_pico/seed_423459/ab_summary.csv","data/runs/largo_120/hora_pico/seed_423459/incomplete_trips_A.csv","data/runs/largo_120/hora_pico/seed_423459/incomplete_trips_B.csv"
"largo_120","hora_pico","449463","misleading_regression",true,111.7821782178218,21.08610037215016,1010,2139,"data/runs/largo_120/hora_pico/seed_449463/ab_report.json","data/runs/largo_120/hora_pico/seed_449463/ab_summary.csv","data/runs/largo_120/hora_pico/seed_449463/incomplete_trips_A.csv","data/runs/largo_120/hora_pico/seed_449463/incomplete_trips_B.csv"
"largo_120","hora_pico","843099","misleading_improvement",false,-37.529274004683835,-14.918113134264868,1708,1067,"data/runs/largo_120/hora_pico/seed_843099/ab_report.json","data/runs/largo_120/hora_pico/seed_843099/ab_summary.csv","data/runs/largo_120/hora_pico/seed_843099/incomplete_trips_A.csv","data/runs/largo_120/hora_pico/seed_843099/incomplete_trips_B.csv"
"largo_120","hora_pico","950893","improvement",true,46.088193456614505,0.0868366396906109,1406,2054,"data/runs/largo_120/hora_pico/seed_950893/ab_report.json","data/runs/largo_120/hora_pico/seed_950893/ab_summary.csv","data/runs/largo_120/hora_pico/seed_950893/incomplete_trips_A.csv","data/runs/largo_120/hora_pico/seed_950893/incomplete_trips_B.csv"
"largo_120","hora_pico","974616","misleading_improvement",false,-52.1134593993326,-19.23580806605152,1798,861,"data/runs/largo_120/hora_pico/seed_974616/ab_report.json","data/runs/largo_120/hora_pico/seed_974616/ab_summary.csv","data/runs/largo_120/hora_pico/seed_974616/incomplete_trips_A.csv","data/runs/largo_120/hora_pico/seed_974616/incomplete_trips_B.csv"
"mopc_60","corredor","157300","improvement",true,236.91275167785233,56.31278923446128,298,1004,"data/runs/mopc_60/corredor/seed_157300/ab_report.json","data/runs/mopc_60/corredor/seed_157300/ab_summary.csv","data/runs/mopc_60/corredor/seed_157300/incomplete_trips_A.csv","data/runs/mopc_60/corredor/seed_157300/incomplete_trips_B.csv"
"mopc_60","corredor","214181","improvement",true,244.44444444444446,54.55195358684593,297,1023,"data/runs/mopc_60/corredor/seed_214181/ab_report.json","data/runs/mopc_60/corredor/seed_214181/ab_summary.csv","data/runs/mopc_60/corredor/seed_214181/incomplete_trips_A.csv","data/runs/mopc_60/corredor/seed_214181/incomplete_trips_B.csv"
"mopc_60","corredor","281772","improvement",true,195.3216374269006,57.060297333960854,342,1010,"data/runs/mopc_60/corredor/seed_281772/ab_report.json","data/runs/mopc_60/corredor/seed_281772/ab_summary.csv","data/runs/mopc_60/corredor/seed_281772/incomplete_trips_A.csv","data/runs/mopc_60/corredor/seed_281772/incomplete_trips_B.csv"
"mopc_60","corredor","372292","improvement",true,237.58389261744966,57.33663021621583,298,1006,"data/runs/mopc_60/corredor/seed_372292/ab_report.json","data/runs/mopc_60/corredor/seed_372292/ab_summary.csv","data/runs/mopc_60/corredor/seed_372292/incomplete_trips_A.csv","data/runs/mopc_60/corredor/seed_372292/incomplete_trips_B.csv"
"mopc_60","corredor","400290","improvement",true,200.89020771513356,63.37482580248954,337,1014,"data/runs/mopc_60/corredor/seed_400290/ab_report.json","data/runs/mopc_60/corredor/seed_400290/ab_summary.csv","data/runs/mopc_60/corredor/seed_400290/incomplete_trips_A.csv","data/runs/mopc_60/corredor/seed_400290/incomplete_trips_B.csv"
"mopc_60","corredor","423459","improvement",true,214.07185628742513,63.056677838483076,334,1049,"data/runs/mopc_60/corredor/seed_423459/ab_report.json","data/runs/mopc_60/corredor/seed_423459/ab_summary.csv","data/runs/mopc_60/corredor/seed_423459/incomplete_trips_A.csv","data/runs/mopc_60/corredor/seed_423459/incomplete_trips_B.csv"
"mopc_60","corredor","449463","improvement",true,190.98837209302326,57.1158402407216,344,1001,"data/runs/mopc_60/corredor/seed_449463/ab_report.json","data/runs/mopc_60/corredor/seed_449463/ab_summary.csv","data/runs/mopc_60/corredor/seed_449463/incomplete_trips_A.csv","data/runs/mopc_60/corredor/seed_449463/incomplete_trips_B.csv"
"mopc_60","corredor","843099","improvement",true,237.0,57.26488643975334,300,1011,"data/runs/mopc_60/corredor/seed_843099/ab_report.json","data/runs/mopc_60/corredor/seed_843099/ab_summary.csv","data/runs/mopc_60/corredor/seed_843099/incomplete_trips_A.csv","data/runs/mopc_60/corredor/seed_843099/incomplete_trips_B.csv"
"mopc_60","corredor","950893","improvement",true,177.1830985915493,62.568118639709034,355,984,"data/runs/mopc_60/corredor/seed_950893/ab_report.json","data/runs/mopc_60/corredor/seed_950893/ab_summary.csv","data/runs/mopc_60/corredor/seed_950893/incomplete_trips_A.csv","data/runs/mopc_60/corredor/seed_950893/incomplete_trips_B.csv"
"mopc_60","corredor","974616","improvement",true,153.02663438256658,60.9390434887363,413,1045,"data/runs/mopc_60/corredor/seed_974616/ab_report.json","data/runs/mopc_60/corredor/seed_974616/ab_summary.csv","data/runs/mopc_60/corredor/seed_974616/incomplete_trips_A.csv","data/runs/mopc_60/corredor/seed_974616/incomplete_trips_B.csv"
